Coordenada_genetica;Gen;Enfermedad_asociada;Significancia_clinica
Chr18:21116768;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21116771 - 21116774;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21116774;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21116775;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21116776;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21116777;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21116778;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21116782;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21116782;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21116783;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21116788;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21116795;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21116796;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21116797;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21116798 - 21116799;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21116801;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21116814;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21116816;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21116823;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21116826;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21116829;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21116830;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21116831;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21116834;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21116838;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21116841 - 21116842;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21116841;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21116842;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21116844;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21116849;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21116853;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21116857;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21116858;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118496;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21118498;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118504;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21118505;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21118508;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118509 - 21118515;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21118513;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21118520 - 21118521;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21118520;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118520;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21118521 - 21118522;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21118523;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118527;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21118528;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21118530;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21118535;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118535;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21118536;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21118544;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21118544;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21118546;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21118547;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118552;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118556;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21118560;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21118565;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118568 - 21118569;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21118572;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21118573 - 21118574;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21118573;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21118573;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21118573;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21118574;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21118574;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21118574;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21118574 - 21118575;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21118575;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21118580;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118581 - 21118582;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21118584 - 21118587;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21118586;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118588;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21118591;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21118593 - 21118594;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21118595;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118596;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21118597;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21118604;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118604;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118605;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21118610;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118614;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21118615;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21118615;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21118618;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21118619;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118619;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21118625;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118634;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21118637;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21118638;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21118640;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118640;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118641;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118642;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118647;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118648;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21118653;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119291;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21119299;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119308;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119309;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21119313;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119315;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119317;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119318;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119319;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119320;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119321 - 21119322;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119321 - 21119322;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119327;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21119329;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119332;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119333 - 21119348;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119333;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119337;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21119338;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119348;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21119351 - 21119352;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119356;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119357;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21119358;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119359;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119365;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119368;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21119369;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119372;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119372 - 21119373;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119380;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119381;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21119382;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21119383;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119388;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21119389;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119394;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119397;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21119398;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21119401;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119407;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119410;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21119411;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119413;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119418;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119419;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119422;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21119428;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119429;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119429;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21119430;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119431;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119432;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119436;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119438;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119438;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119439;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119441;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119442;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119443;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119449;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119453;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119719;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119756;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21119766;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119774 - 21119775;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18|18:21119777;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119777;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21119780;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119787;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119788;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119789;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119790;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21119792;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119793;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21119794;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21119795;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21119795;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21119800;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119803;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119806;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119809;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21119810;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119812;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119814;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119819 - 21119834;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119823;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119828;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119831;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119836;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119836;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119839;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21119840;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119840;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119842;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21119843;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119851;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119857;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21119858;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119864;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119867;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119870;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119871;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119875;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119878;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119879;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119885;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119886 - 21119887;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21119887;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119888;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119893;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21119896;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119897;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119900;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119900;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119900;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119903;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119905 - 21119906;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119905;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119906;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119909;NPC1;Enfermedad de Niemann-Pick;Benign/Likely benign
Chr18:21119910;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119916;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119918;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119923;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119924;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119925;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119927;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119929;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119932;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119935;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119936;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119940;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119945;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21119949;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21119951;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119956;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119956;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21119957;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119958;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119962;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21119968 - 21119971;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119972;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21119979 - 21119983;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120341 - 21120404;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21120395 - 21120398;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120396 - 21120398;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120398;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120401;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120402 - 21120403;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120403;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120404;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120404;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120405;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120407;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21120409;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21120410;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21120411;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21120413;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21120418;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21120419;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21120420;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21120421;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120422;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21120423;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21120437;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21120438;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120441;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21120444;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21120460;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120465;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21120466;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120479 - 21120480;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21120481;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120483;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21120484 - 21120485;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21120484;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120487;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120489;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21120490;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21120492;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21120494;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21120495;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21120497;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21120499;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21120503;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21120506 - 21120508;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120511;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21120517;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121017;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21121020 - 21121021;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121022;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121023;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121023;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121025;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21121026;NPC1;Enfermedad de Niemann-Pick;Benign
Chr18:21121028;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121035;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121035;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121036;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121037;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121037;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121038;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121045;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21121050;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121053;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121056;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121070;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121072;NPC1;Enfermedad de Niemann-Pick;Pathogenic/Likely pathogenic
Chr18:21121074;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21121077;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121081 - 21121082;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21121083;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121086;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121090;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121091;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121091;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121092 - 21121095;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21121097;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21121101;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121101;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121106;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121110;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121112;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21121114;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121115;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121118;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121118;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21121119;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121120;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121129;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121133;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121133;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121149;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121152;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121162 - 21121163;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21121162;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121166;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121173;NPC1;Enfermedad de Niemann-Pick;Pathogenic
Chr18:21121185;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121256;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121262;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121266;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121273;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121274;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121277;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21121278;NPC1;Enfermedad de Niemann-Pick;Likely pathogenic
Chr18:21121278;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21121283;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121284;NPC1;Enfermedad de Niemann-Pick;Conflicting interpretations of pathogenicity
Chr18:21121291;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121292;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121294;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
Chr18:21121296;NPC1;Enfermedad de Niemann-Pick;Likely benign
Chr18:21121305;NPC1;Enfermedad de Niemann-Pick;Uncertain significance
